timestamp,glucose,true_bg,twin_mean,twin_p95,twin_p5,twin_std,predicted_30m,target_30m
2026-04-15T09:12:30+00:00,8.06,8.7017,2.2,2.2,2.2,1.68,7.46,4.9489
2026-04-15T09:15:00+00:00,7.77,8.344,2.2,2.2,2.2,1.75,5.66,5.0605
2026-04-15T09:17:30+00:00,7.74,7.6181,2.2,2.2,2.2,1.61,6.04,5.1741
2026-04-15T09:20:00+00:00,7.71,6.4656,2.48,3.16,2.2,1.92,6.4,5.2884
2026-04-15T09:22:30+00:00,7.52,5.7584,2.67,3.62,2.2,1.8,5.58,5.4026
2026-04-15T09:25:00+00:00,6.65,5.1452,2.31,2.73,2.2,1.98,2.2,5.5164
2026-04-15T09:27:30+00:00,5.78,4.782,2.2,2.2,2.2,1.82,2.2,5.6294
2026-04-15T09:30:00+00:00,4.72,4.6316,2.2,2.2,2.2,1.48,2.2,5.7412
2026-04-15T09:32:30+00:00,4.01,4.611,2.2,2.2,2.2,1.0,2.2,5.8516
2026-04-15T09:35:00+00:00,3.48,4.6593,2.2,2.2,2.2,0.88,2.2,5.9604
2026-04-15T09:37:30+00:00,3.35,4.7418,2.2,2.2,2.2,0.64,2.2,6.0675
2026-04-15T09:40:00+00:00,3.68,4.8412,2.2,2.2,2.2,0.6,2.2,6.1726
2026-04-15T09:42:30+00:00,4.21,4.9489,2.2,2.2,2.2,0.71,6.12,6.2756
2026-04-15T09:45:00+00:00,4.98,5.0605,2.2,2.2,2.2,0.91,11.79,6.3765
2026-04-15T09:47:30+00:00,5.12,5.1741,3.61,4.79,2.64,0.86,11.91,6.475
2026-04-15T09:50:00+00:00,5.08,5.2884,4.18,5.06,2.93,0.88,10.49,6.5712
2026-04-15T09:52:30+00:00,5.05,5.4026,3.75,5.33,2.45,0.85,9.41,6.665
2026-04-15T09:55:00+00:00,4.8,5.5164,3.57,4.98,2.4,0.83,6.76,6.7562
2026-04-15T09:57:30+00:00,4.77,5.6294,2.86,3.86,2.2,0.84,6.09,6.8449
2026-04-15T10:00:00+00:00,4.68,5.7412,2.56,3.51,2.2,0.95,5.13,6.9311
2026-04-15T10:02:30+00:00,4.74,5.8516,2.59,3.67,2.2,0.95,5.32,7.0146
2026-04-15T10:05:00+00:00,5.09,5.9604,2.6,3.18,2.2,0.9,7.48,7.0956
2026-04-15T10:07:30+00:00,5.21,6.0675,3.43,4.21,2.55,0.85,7.6,7.1739
2026-04-15T10:10:00+00:00,5.04,6.1726,3.77,4.98,2.92,0.89,5.72,7.2497
2026-04-15T10:12:30+00:00,5.02,6.2756,3.16,4.14,2.2,0.89,5.25,7.3228
2026-04-15T10:15:00+00:00,5.28,6.3765,3.11,4.39,2.2,0.9,6.76,7.3935
2026-04-15T10:17:30+00:00,5.65,6.475,3.75,5.07,2.69,0.88,8.7,7.4615
2026-04-15T10:20:00+00:00,5.72,6.5712,4.8,5.85,3.26,0.77,8.18,7.5271
2026-04-15T10:22:30+00:00,5.93,6.665,5.11,6.19,3.8,0.73,8.71,7.5901
2026-04-15T10:25:00+00:00,5.91,6.7562,5.35,6.1,4.14,0.79,7.59,7.6508
2026-04-15T10:27:30+00:00,5.94,6.8449,4.81,5.89,4.16,0.83,7.07,7.709
2026-04-15T10:30:00+00:00,6.09,6.9311,4.94,5.73,3.83,0.73,7.51,7.7648
2026-04-15T10:32:30+00:00,6.19,7.0146,5.01,6.62,3.62,0.79,7.52,7.8184
2026-04-15T10:35:00+00:00,6.43,7.0956,5.13,6.21,3.73,0.75,8.45,7.8697
2026-04-15T10:37:30+00:00,6.66,7.1739,5.91,6.76,4.44,0.66,9.22,7.9188
2026-04-15T10:40:00+00:00,6.88,7.2497,6.54,7.84,5.11,0.65,9.71,7.9657
2026-04-15T10:42:30+00:00,6.53,7.3228,6.95,8.03,5.87,0.6,6.28,8.0105
2026-04-15T10:45:00+00:00,6.23,7.3935,5.29,6.16,4.06,0.72,3.97,8.0532
2026-04-15T10:47:30+00:00,6.08,7.4615,4.12,5.08,2.82,0.99,3.28,8.094
2026-04-15T10:50:00+00:00,6.27,7.5271,3.75,4.71,2.97,1.06,5.05,8.1328
2026-04-15T10:52:30+00:00,6.15,7.5901,4.85,5.67,3.67,0.77,4.51,8.1697
2026-04-15T10:55:00+00:00,6.3,7.6508,4.3,5.82,3.02,0.89,5.86,8.2047
2026-04-15T10:57:30+00:00,6.6,7.709,4.84,5.8,3.74,0.74,7.94,8.238
2026-04-15T11:00:00+00:00,6.73,7.7648,6.03,7.02,5.02,0.56,8.53,8.2696
2026-04-15T11:02:30+00:00,6.81,7.8184,6.11,7.09,5.23,0.62,8.58,8.2995
2026-04-15T11:05:00+00:00,7.17,7.8697,6.41,7.46,5.61,0.54,10.43,8.3277
2026-04-15T11:07:30+00:00,7.3,7.9188,7.79,9.03,6.52,0.56,10.34,8.3545
2026-04-15T11:10:00+00:00,7.17,7.9657,7.76,8.36,6.83,0.55,8.53,8.3796
2026-04-15T11:12:30+00:00,7.11,8.0105,7.32,8.17,6.31,0.44,7.55,8.4034
2026-04-15T11:15:00+00:00,7.34,8.0532,6.6,7.38,5.22,0.52,8.72,8.4257
2026-04-15T11:17:30+00:00,7.53,8.094,7.22,8.08,6.23,0.43,9.43,8.4466
2026-04-15T11:20:00+00:00,7.95,8.1328,7.44,8.51,6.58,0.5,11.49,8.4662
2026-04-15T11:22:30+00:00,8.09,8.1697,9.18,10.14,8.1,0.65,11.26,8.4845
2026-04-15T11:25:00+00:00,8.05,8.2047,9.2,9.96,8.23,0.61,9.9,8.5016
2026-04-15T11:27:30+00:00,8.08,8.238,8.24,9.11,7.04,0.46,9.26,8.5175
2026-04-15T11:30:00+00:00,8.17,8.2696,8.41,8.92,7.44,0.39,9.22,8.5323
2026-04-15T11:32:30+00:00,8.2,8.2995,8.33,9.22,7.44,0.4,8.81,8.546
2026-04-15T11:35:00+00:00,8.22,8.3277,8.2,9.41,7.41,0.39,8.44,8.5586
2026-04-15T11:37:30+00:00,7.9,8.3545,8.37,9.22,7.41,0.39,5.96,8.5702
2026-04-15T11:40:00+00:00,7.6,8.3796,6.89,8.02,6.08,0.59,4.24,8.5808
2026-04-15T11:42:30+00:00,7.14,8.4034,6.07,6.97,5.26,0.8,2.2,8.5906
2026-04-15T11:45:00+00:00,6.71,8.4257,4.87,5.73,3.83,1.08,2.2,8.5994
2026-04-15T11:47:30+00:00,6.65,8.4466,3.22,3.67,2.55,1.53,2.2,8.6074
2026-04-15T11:50:00+00:00,6.68,8.4662,3.75,4.71,2.8,1.29,3.37,8.6146
2026-04-15T11:52:30+00:00,6.63,8.4845,4.3,4.77,3.89,1.07,4.24,8.621
2026-04-15T11:55:00+00:00,6.52,8.5016,4.85,5.51,4.19,0.83,4.56,8.6267
2026-04-15T11:57:30+00:00,6.64,8.5175,5.45,6.3,4.81,0.58,6.27,8.6317
2026-04-15T12:00:00+00:00,6.63,8.5323,5.83,6.48,5.17,0.49,6.71,8.636
2026-04-15T12:02:30+00:00,6.52,8.546,5.81,6.59,5.11,0.5,6.3,8.6396
2026-04-15T12:05:00+00:00,6.81,8.5586,5.96,6.96,5.27,0.4,8.57,8.6427
2026-04-15T12:07:30+00:00,6.96,8.5702,7.37,8.04,6.8,0.45,9.41,8.6452
2026-04-15T12:10:00+00:00,7.18,8.5808,7.79,8.5,7.15,0.53,10.47,8.6471
2026-04-15T12:12:30+00:00,7.68,8.5906,8.32,9.06,7.58,0.68,12.88,8.6485
2026-04-15T12:15:00+00:00,7.99,8.5994,10.13,10.86,9.0,1.14,13.51,8.6494
2026-04-15T12:17:30+00:00,8.02,8.6074,10.59,11.45,9.8,1.2,12.11,8.6499
2026-04-15T12:20:00+00:00,8.11,8.6146,10.11,10.94,9.38,1.0,11.51,8.6499
2026-04-15T12:22:30+00:00,8.05,8.621,9.77,10.41,9.22,0.85,9.88,8.6495
2026-04-15T12:25:00+00:00,7.97,8.6267,8.99,9.73,8.41,0.61,8.44,8.6486
2026-04-15T12:27:30+00:00,7.91,8.6317,8.43,9.03,7.77,0.43,7.53,8.6474
2026-04-15T12:30:00+00:00,7.83,8.636,7.98,8.63,7.24,0.35,6.74,8.6459
2026-04-15T12:32:30+00:00,7.79,8.6396,7.8,8.34,7.21,0.31,6.47,8.644
2026-04-15T12:35:00+00:00,7.77,8.6427,7.39,8.02,6.71,0.34,6.41,8.6417
2026-04-15T12:37:30+00:00,7.79,8.6452,7.45,8.11,6.98,0.33,6.79,8.5943
2026-04-15T12:40:00+00:00,7.78,8.6471,8.86,9.55,8.19,0.34,6.88,8.548
2026-04-15T12:42:30+00:00,7.87,8.6485,8.9,9.46,8.27,0.33,7.63,8.5029
2026-04-15T12:45:00+00:00,7.95,8.6494,9.1,9.66,8.51,0.32,8.19,8.4361
2026-04-15T12:47:30+00:00,7.62,8.6499,9.46,9.97,8.86,0.33,5.93,8.3177
2026-04-15T12:50:00+00:00,7.61,8.6499,8.07,8.61,7.54,0.44,6.24,8.0635
2026-04-15T12:52:30+00:00,7.8,8.6495,8.17,8.68,7.65,0.41,7.92,7.5405
2026-04-15T12:55:00+00:00,7.89,8.6486,7.82,7.82,7.82,0.34,8.52,6.476
2026-04-15T12:57:30+00:00,7.79,8.6474,8.15,8.15,8.15,0.29,7.78,4.7848
2026-04-15T13:00:00+00:00,7.56,8.6459,7.79,7.79,7.79,0.32,6.24,4.3302
2026-04-15T13:02:30+00:00,7.56,8.644,6.98,6.98,6.98,0.44,6.64,3.9393
2026-04-15T13:05:00+00:00,7.86,8.6417,7.13,7.13,7.13,0.43,8.93,3.7269
2026-04-15T13:07:30+00:00,8.12,8.5943,8.3,8.3,8.3,0.29,10.44,3.6661
2026-04-15T13:10:00+00:00,7.98,8.548,9.15,9.15,9.15,0.41,8.94,3.6962
2026-04-15T13:12:30+00:00,7.85,8.5029,2.2,2.2,2.2,1.89,7.83,3.7727
2026-04-15T13:15:00+00:00,7.45,8.4361,2.2,2.2,2.2,1.86,5.06,3.9725
2026-04-15T13:17:30+00:00,7.24,8.3177,2.2,2.2,2.2,1.61,4.26,4.1896
2026-04-15T13:20:00+00:00,7.16,8.0635,2.2,2.2,2.2,1.45,4.47,4.4121
2026-04-15T13:22:30+00:00,6.66,7.5405,2.2,2.2,2.2,1.44,2.2,4.634
2026-04-15T13:25:00+00:00,6.67,6.476,2.2,2.2,2.2,1.27,3.42,4.8528
2026-04-15T13:27:30+00:00,6.47,4.7848,2.2,2.2,2.2,2.26,3.16,5.067
2026-04-15T13:30:00+00:00,5.73,4.3302,2.2,2.2,2.2,2.34,2.2,5.276
2026-04-15T13:32:30+00:00,4.34,3.9393,2.2,2.2,2.2,1.96,2.2,5.4794
2026-04-15T13:35:00+00:00,3.29,3.7269,2.2,2.2,2.2,1.38,2.2,5.677
2026-04-15T13:37:30+00:00,2.57,3.6661,2.2,2.2,2.2,1.12,2.2,5.8688
2026-04-15T13:40:00+00:00,2.05,3.6962,2.2,2.2,2.2,0.8,2.2,6.0546
2026-04-15T13:42:30+00:00,2.02,3.7727,2.2,2.2,2.2,0.67,2.2,6.2344
2026-04-15T13:45:00+00:00,2.21,3.9725,2.2,2.2,2.2,0.62,2.2,6.4082
2026-04-15T13:47:30+00:00,2.24,4.1896,2.2,2.2,2.2,0.74,2.2,6.576
2026-04-15T13:50:00+00:00,2.38,4.4121,2.2,2.2,2.2,0.63,3.82,6.7379
2026-04-15T13:52:30+00:00,2.73,4.634,2.2,2.2,2.2,0.79,6.96,6.8939
2026-04-15T13:55:00+00:00,3.13,4.8528,2.2,2.2,2.2,0.9,9.43,7.044
2026-04-15T13:57:30+00:00,3.54,5.067,2.61,3.59,2.2,0.85,11.13,7.1883
2026-04-15T14:00:00+00:00,4.1,5.276,3.11,4.45,2.2,0.86,13.26,7.327
2026-04-15T14:02:30+00:00,4.3,5.4794,4.89,6.51,3.28,1.13,12.4,7.46
2026-04-15T14:05:00+00:00,4.48,5.677,5.3,6.96,3.77,1.11,11.36,7.5876
2026-04-15T14:07:30+00:00,4.62,5.8688,4.66,6.41,2.22,1.08,10.19,7.7097
2026-04-15T14:10:00+00:00,4.97,6.0546,4.18,5.83,2.55,1.04,10.55,7.8265
2026-04-15T14:12:30+00:00,5.72,6.2344,5.13,7.02,3.25,1.08,13.44,7.9382
2026-04-15T14:15:00+00:00,6.15,6.4082,7.25,8.92,5.7,1.36,13.59,8.0448
2026-04-15T14:17:30+00:00,6.32,6.576,7.51,9.31,5.7,1.32,12.02,8.1465
2026-04-15T14:20:00+00:00,6.27,6.7379,6.98,8.93,5.18,1.23,9.36,8.2433
2026-04-15T14:22:30+00:00,6.33,6.8939,6.39,7.99,4.52,1.16,8.18,8.3355
2026-04-15T14:25:00+00:00,6.06,7.044,5.53,6.66,4.02,1.08,5.02,8.4232
2026-04-15T14:27:30+00:00,5.81,7.1883,4.58,6.23,3.17,1.21,2.83,8.5064
2026-04-15T14:30:00+00:00,5.7,7.327,3.01,4.72,2.2,1.56,2.21,8.5852
2026-04-15T14:32:30+00:00,5.74,7.46,2.99,4.17,2.2,1.56,2.86,8.6598
2026-04-15T14:35:00+00:00,6.02,7.5876,2.79,3.95,2.2,1.63,5.12,8.7303
2026-04-15T14:37:30+00:00,6.43,7.7097,4.43,5.93,3.07,1.22,7.89,8.7968
2026-04-15T14:40:00+00:00,7.12,7.8265,6.07,7.95,4.55,1.02,11.81,8.8595
2026-04-15T14:42:30+00:00,7.54,7.9382,7.95,9.29,6.09,0.95,13.18,10.7238
2026-04-15T14:45:00+00:00,7.81,8.0448,9.08,10.66,7.21,1.0,13.17,12.0267
2026-04-15T14:47:30+00:00,7.93,8.1465,8.33,10.17,6.99,1.05,12.21,12.8954
2026-04-15T14:50:00+00:00,7.74,8.2433,9.54,11.46,7.14,0.95,9.45,13.4331
2026-04-15T14:52:30+00:00,7.59,8.3355,7.48,10.49,5.39,0.88,7.49,13.7212
2026-04-15T14:55:00+00:00,7.11,8.4232,6.48,7.95,5.12,1.06,3.79,13.824
2026-04-15T14:57:30+00:00,6.77,8.5064,5.1,7.24,3.6,1.28,2.2,13.7919
2026-04-15T15:00:00+00:00,6.79,8.5852,3.66,5.44,2.24,1.69,2.98,13.6642
2026-04-15T15:02:30+00:00,6.9,8.6598,4.1,5.68,2.37,1.52,4.61,13.4712
2026-04-15T15:05:00+00:00,6.99,8.7303,4.84,6.27,3.31,1.28,5.82,13.2361
2026-04-15T15:07:30+00:00,6.96,8.7968,6.11,8.13,4.01,0.94,5.94,12.9766
2026-04-15T15:10:00+00:00,6.9,8.8595,5.35,6.98,4.09,1.09,5.89,12.7057
2026-04-15T15:12:30+00:00,6.99,10.7238,8.97,10.96,7.73,0.84,6.84,12.4333
2026-04-15T15:15:00+00:00,7.5,12.0267,10.27,12.86,7.72,1.07,10.45,12.1662
2026-04-15T15:17:30+00:00,8.48,12.8954,11.8,13.2,10.56,1.39,16.07,11.9092
2026-04-15T15:20:00+00:00,9.93,13.4331,13.94,15.64,12.45,1.83,23.53,11.6655
2026-04-15T15:22:30+00:00,11.63,13.7212,18.63,20.87,16.58,3.1,30.82,11.4372
2026-04-15T15:25:00+00:00,12.77,13.824,22.36,24.85,20.03,3.99,32.74,11.2251
2026-04-15T15:27:30+00:00,13.18,13.7919,24.48,25.98,22.86,4.39,29.24,11.0297
2026-04-15T15:30:00+00:00,13.54,13.6642,23.13,24.72,21.64,3.7,25.96,10.8507
2026-04-15T15:32:30+00:00,13.79,13.4712,22.52,24.32,20.15,3.31,22.71,10.6876
2026-04-15T15:35:00+00:00,13.59,13.2361,20.91,22.59,19.14,2.57,17.37,10.5397
2026-04-15T15:37:30+00:00,13.11,12.9766,18.28,20.16,16.75,1.64,11.57,10.4059
2026-04-15T15:40:00+00:00,12.3,12.7057,15.3,17.03,13.06,0.87,5.03,10.2854
2026-04-15T15:42:30+00:00,11.73,12.4333,10.93,12.83,9.35,1.15,2.2,10.177
2026-04-15T15:45:00+00:00,11.16,12.1662,8.88,10.97,6.99,1.7,2.2,10.0798
2026-04-15T15:47:30+00:00,11.13,11.9092,7.53,8.94,6.23,2.03,2.2,9.9926
2026-04-15T15:50:00+00:00,10.66,11.6655,7.77,8.73,6.6,1.87,2.2,9.9144
2026-04-15T15:52:30+00:00,10.45,11.4372,7.14,8.4,5.82,1.93,2.26,9.8443
2026-04-15T15:55:00+00:00,10.37,11.2251,6.67,8.5,5.29,1.95,4.23,9.7814
2026-04-15T15:57:30+00:00,10.34,11.0297,7.29,8.89,5.75,1.63,6.12,9.7248
2026-04-15T16:00:00+00:00,10.06,10.8507,8.44,9.67,7.01,1.18,6.03,9.6739
2026-04-15T16:02:30+00:00,9.76,10.6876,8.14,9.45,6.37,1.15,5.79,9.628
2026-04-15T16:05:00+00:00,9.69,10.5397,7.86,9.12,6.56,1.11,6.89,9.5865
2026-04-15T16:07:30+00:00,9.58,10.4059,8.55,10.07,7.38,0.82,7.59,9.5488
2026-04-15T16:10:00+00:00,9.71,10.2854,8.59,10.18,7.47,0.73,9.62,9.5145
2026-04-15T16:12:30+00:00,9.66,10.177,9.78,11.05,8.03,0.48,10.01,9.4832
2026-04-15T16:15:00+00:00,9.51,10.0798,9.5,10.55,8.35,0.5,9.44,9.4545
2026-04-15T16:17:30+00:00,9.25,9.9926,9.3,10.75,8.06,0.51,8.18,9.428
2026-04-15T16:20:00+00:00,9.07,9.9144,8.69,10.12,7.59,0.55,7.66,9.4035
2026-04-15T16:22:30+00:00,9.1,9.8443,8.69,10.17,7.12,0.53,8.62,9.3807
2026-04-15T16:25:00+00:00,8.92,9.7814,8.77,9.88,7.7,0.5,7.94,9.3593
2026-04-15T16:27:30+00:00,8.67,9.7248,8.6,10.29,7.48,0.48,6.83,9.3391
2026-04-15T16:30:00+00:00,8.41,9.6739,8.01,8.66,6.88,0.56,5.88,9.3201
2026-04-15T16:32:30+00:00,8.18,9.628,7.64,8.57,5.95,0.61,5.28,9.302
2026-04-15T16:35:00+00:00,8.17,9.5865,6.76,8.0,5.72,0.76,6.35,9.2846
2026-04-15T16:37:30+00:00,8.59,9.5488,7.6,8.73,6.48,0.56,9.99,9.268
2026-04-15T16:40:00+00:00,9.14,9.5145,9.07,10.4,8.13,0.51,13.64,9.252
2026-04-15T16:42:30+00:00,9.44,9.4832,11.38,12.48,10.37,1.0,14.63,9.2364
2026-04-15T16:45:00+00:00,9.45,9.4545,12.32,13.23,11.13,1.19,13.61,9.1553
2026-04-15T16:47:30+00:00,9.06,9.428,13.66,14.52,12.77,0.96,9.86,9.0767
2026-04-15T16:50:00+00:00,9.07,9.4035,12.15,13.09,10.93,0.59,9.57,9.0005
2026-04-15T16:52:30+00:00,8.89,9.3807,11.68,12.93,10.74,0.51,8.09,8.9267
2026-04-15T16:55:00+00:00,8.61,9.3593,11.05,12.0,9.99,0.5,6.26,8.855
2026-04-15T16:57:30+00:00,8.45,9.3391,9.91,10.6,9.07,0.61,5.74,8.7856
2026-04-15T17:00:00+00:00,8.11,9.3201,9.51,10.12,8.9,0.69,4.1,8.7793
2026-04-15T17:02:30+00:00,7.67,9.302,6.41,6.43,6.4,0.94,2.43,8.7732
2026-04-15T17:05:00+00:00,7.63,9.2846,5.25,5.27,5.24,1.21,3.71,8.7674
2026-04-15T17:07:30+00:00,7.94,9.268,5.69,5.7,5.68,1.05,6.96,8.7617
2026-04-15T17:10:00+00:00,7.95,9.252,7.31,7.32,7.3,0.62,7.64,8.7562
2026-04-15T17:12:30+00:00,8.31,9.2364,7.64,7.65,7.63,0.59,10.43,8.7508
2026-04-15T17:15:00+00:00,8.96,9.1553,9.11,9.12,9.1,0.53,14.35,8.7455
2026-04-15T17:17:30+00:00,9.14,9.0767,11.37,11.38,11.36,0.85,14.28,8.7403
2026-04-15T17:20:00+00:00,9.08,9.0005,11.6,11.61,11.6,0.88,12.72,8.7353
2026-04-15T17:22:30+00:00,8.93,8.9267,10.93,10.95,10.93,0.62,10.64,8.7303
2026-04-15T17:25:00+00:00,8.62,8.855,10.0,10.01,10.0,0.37,7.93,8.7253
2026-04-15T17:27:30+00:00,8.32,8.7856,8.65,8.65,8.64,0.29,5.89,8.7205
2026-04-15T17:30:00+00:00,8.33,8.7793,7.53,7.53,7.52,0.59,6.42,8.7157
2026-04-15T17:32:30+00:00,8.34,8.7732,7.69,7.69,7.68,0.54,6.85,8.7109
2026-04-15T17:35:00+00:00,8.01,8.7674,7.82,7.83,7.82,0.48,5.02,8.7062
2026-04-15T17:37:30+00:00,7.89,8.7617,6.78,6.79,6.78,0.77,4.98,8.7015
2026-04-15T17:40:00+00:00,7.94,8.7562,6.63,6.63,6.63,0.78,6.18,8.6968
2026-04-15T17:42:30+00:00,8.01,8.7508,7.13,7.13,7.13,0.6,7.26,8.6921
2026-04-15T17:45:00+00:00,8.08,8.7455,7.62,7.63,7.62,0.43,8.09,8.6875
2026-04-15T17:47:30+00:00,8.08,8.7403,8.04,8.04,8.03,0.3,8.32,8.6829
2026-04-15T17:50:00+00:00,7.97,8.7353,8.17,8.17,8.17,0.26,7.65,8.6784
2026-04-15T17:52:30+00:00,7.87,8.7303,7.83,7.83,7.83,0.34,7.19,8.6738
2026-04-15T17:55:00+00:00,7.74,8.7253,7.58,7.58,7.58,0.39,6.61,8.6693
2026-04-15T17:57:30+00:00,8.14,8.7205,7.25,7.25,7.25,0.47,9.7,8.6647
2026-04-15T18:00:00+00:00,8.4,8.7157,8.82,8.83,8.82,0.17,11.18,8.6602
2026-04-15T18:02:30+00:00,8.68,8.7109,9.68,9.69,9.68,0.35,12.4,8.6557
2026-04-15T18:05:00+00:00,8.64,8.7062,10.46,10.46,10.46,0.54,11.15,8.6512
2026-04-15T18:07:30+00:00,8.63,8.7015,9.97,9.97,9.97,0.37,10.38,8.6467
2026-04-15T18:10:00+00:00,8.41,8.6968,9.68,9.68,9.67,0.27,8.28,8.6423
2026-04-15T18:12:30+00:00,7.92,8.6921,8.64,8.64,8.64,0.2,4.86,8.6378
2026-04-15T18:15:00+00:00,7.89,8.6875,6.83,6.83,6.83,0.69,5.27,8.6333
2026-04-15T18:17:30+00:00,7.81,8.6829,6.9,6.9,6.9,0.65,5.39,8.6289
2026-04-15T18:20:00+00:00,7.81,8.6784,6.83,6.83,6.83,0.64,5.97,8.6244
2026-04-15T18:22:30+00:00,7.99,8.6738,7.03,7.03,7.03,0.56,7.75,8.62
2026-04-15T18:25:00+00:00,7.95,8.6693,7.88,7.88,7.88,0.3,7.69,8.6156
2026-04-15T18:27:30+00:00,8.01,8.6647,7.85,7.85,7.85,0.3,8.25,8.6112
2026-04-15T18:30:00+00:00,8.01,8.6602,8.14,8.14,8.14,0.22,8.29,8.6067
2026-04-15T18:32:30+00:00,8.16,8.6557,8.17,8.17,8.17,0.21,9.32,8.6023
2026-04-15T18:35:00+00:00,7.99,8.6512,8.73,8.73,8.73,0.15,7.98,8.5979
2026-04-15T18:37:30+00:00,8.11,8.6467,8.08,8.08,8.08,0.23,8.78,8.5935
2026-04-15T18:40:00+00:00,8.33,8.6423,8.5,8.5,8.5,0.15,10.09,8.5891
2026-04-15T18:42:30+00:00,8.41,8.6378,9.23,9.23,9.23,0.22,10.18,8.5848
2026-04-15T18:45:00+00:00,8.68,8.6333,9.35,9.35,9.35,0.24,11.46,8.5804
2026-04-15T18:47:30+00:00,8.94,8.6289,10.11,10.11,10.11,0.42,12.42,8.576
2026-04-15T18:50:00+00:00,8.91,8.6244,10.74,10.74,10.74,0.57,11.18,8.5716
2026-04-15T18:52:30+00:00,8.58,8.62,10.24,10.24,10.24,0.38,8.13,8.5673
2026-04-15T18:55:00+00:00,8.25,8.6156,8.73,8.73,8.73,0.19,5.81,8.5629
2026-04-15T18:57:30+00:00,8.15,8.6112,7.47,7.47,7.47,0.54,5.59,8.5586
2026-04-15T19:00:00+00:00,8.13,8.6067,7.24,7.24,7.24,0.59,5.97,8.5542
2026-04-15T19:02:30+00:00,8.16,8.6023,7.31,7.31,7.31,0.55,6.68,8.5499
2026-04-15T19:05:00+00:00,8.32,8.5979,7.59,7.59,7.59,0.45,8.17,8.5455
2026-04-15T19:07:30+00:00,8.31,8.5935,8.3,8.3,8.3,0.24,8.2,8.5412
2026-04-15T19:10:00+00:00,8.48,8.5891,8.31,8.31,8.31,0.23,9.46,8.5006
2026-04-15T19:12:30+00:00,8.27,8.5848,8.97,8.97,8.97,0.13,7.87,8.3762
2026-04-15T19:15:00+00:00,8.33,8.5804,8.18,8.18,8.18,0.26,8.4,8.0346
2026-04-15T19:17:30+00:00,8.09,8.576,8.45,8.45,8.45,0.19,6.79,7.2067
2026-04-15T19:20:00+00:00,7.83,8.5716,7.6,7.6,7.6,0.4,5.41,5.5192
2026-04-15T19:22:30+00:00,7.56,8.5673,6.82,6.82,6.82,0.61,4.3,4.1757
2026-04-15T19:25:00+00:00,7.22,8.5629,6.12,6.12,6.12,0.79,3.15,3.2314
2026-04-15T19:27:30+00:00,7.18,8.5586,5.29,5.29,5.29,0.99,3.97,2.4566
2026-04-15T19:30:00+00:00,7.58,8.5542,5.61,5.61,5.61,0.84,7.76,2.2
2026-04-15T19:32:30+00:00,7.55,8.5499,7.47,7.47,7.47,0.25,7.83,2.2
2026-04-15T19:35:00+00:00,7.46,8.5455,7.53,7.53,7.53,0.21,7.46,2.2
2026-04-15T19:37:30+00:00,7.66,8.5412,7.36,7.36,7.36,0.24,8.99,2.2301
2026-04-15T19:40:00+00:00,7.68,8.5006,2.2,2.2,2.2,1.25,8.97,2.2574
2026-04-15T19:42:30+00:00,7.52,8.3762,2.2,2.2,2.2,1.25,7.74,2.3109
2026-04-15T19:45:00+00:00,7.65,8.0346,2.2,2.2,2.2,1.21,8.6,2.3803
2026-04-15T19:47:30+00:00,7.67,7.2067,2.2,2.2,2.2,1.28,8.54,2.4603
2026-04-15T19:50:00+00:00,7.27,5.5192,2.2,2.2,2.2,1.31,5.71,2.5479
2026-04-15T19:52:30+00:00,6.25,4.1757,2.2,2.2,2.2,1.23,2.2,2.6414
2026-04-15T19:55:00+00:00,4.99,3.2314,2.2,2.2,2.2,2.0,2.2,2.7397
2026-04-15T19:57:30+00:00,3.85,2.4566,2.2,2.2,2.2,1.45,2.2,2.8418
2026-04-15T20:00:00+00:00,2.7,2.2,2.2,2.2,2.2,1.17,2.2,2.9471
2026-04-15T20:02:30+00:00,2.01,2.2,2.2,2.2,2.2,0.85,2.2,3.0549
2026-04-15T20:05:00+00:00,1.68,2.2,2.2,2.2,2.2,0.65,2.2,3.1647
2026-04-15T20:07:30+00:00,1.59,2.2301,2.2,2.2,2.2,0.56,2.2,3.2759
2026-04-15T20:10:00+00:00,1.68,2.2574,2.2,2.2,2.2,0.58,2.2,3.3882
2026-04-15T20:12:30+00:00,1.86,2.3109,2.2,2.2,2.2,0.55,2.2,3.501
2026-04-15T20:15:00+00:00,2.07,2.3803,2.2,2.2,2.2,0.57,4.54,3.6141
2026-04-15T20:17:30+00:00,2.29,2.4603,2.2,2.2,2.2,0.7,6.64,3.7271
2026-04-15T20:20:00+00:00,2.47,2.5479,2.2,2.2,2.2,0.67,7.82,3.9564
2026-04-15T20:22:30+00:00,2.61,2.6414,2.2,2.2,2.2,0.71,8.19,4.1843
2026-04-15T20:25:00+00:00,2.71,2.7397,2.2,2.2,2.2,0.84,7.78,4.4104
2026-04-15T20:27:30+00:00,2.76,2.8418,2.2,2.2,2.2,0.83,7.24,4.6341
2026-04-15T20:30:00+00:00,2.77,2.9471,2.2,2.2,2.2,0.84,6.29,4.8553
2026-04-15T20:32:30+00:00,2.82,3.0549,2.2,2.2,2.2,0.82,5.71,5.0733
2026-04-15T20:35:00+00:00,2.77,3.1647,2.2,2.2,2.2,0.93,4.49,5.2881
